date,open,high,low,close
2022-07-22 08:30:00,58.24000000,58.34000000,57.92000000,58.24000000
2022-07-22 09:00:00,58.24000000,59.07000000,58.23000000,58.99000000
2022-07-22 09:30:00,58.97000000,59.02000000,58.72000000,58.77000000
2022-07-22 10:00:00,58.77000000,59.06000000,58.74000000,58.90000000
2022-07-22 10:30:00,58.90000000,59.07000000,58.65000000,58.68000000
2022-07-22 11:00:00,58.67000000,58.90000000,58.63000000,58.86000000
2022-07-22 11:30:00,58.86000000,59.06000000,58.75000000,59.02000000
2022-07-22 12:00:00,59.01000000,59.18000000,58.85000000,59.03000000
2022-07-22 12:30:00,59.02000000,59.13000000,58.70000000,58.88000000
2022-07-22 13:00:00,58.90000000,59.03000000,58.40000000,58.61000000
2022-07-22 13:30:00,58.62000000,59.07000000,58.30000000,58.37000000
2022-07-22 14:00:00,58.38000000,58.39000000,57.84000000,58.08000000
2022-07-22 14:30:00,58.09000000,58.74000000,58.03000000,58.68000000
2022-07-22 15:00:00,58.67000000,58.72000000,57.76000000,57.78000000
2022-07-22 15:30:00,57.79000000,57.79000000,57.01000000,57.16000000
2022-07-22 16:00:00,57.16000000,57.37000000,56.98000000,57.29000000
2022-07-22 16:30:00,57.30000000,57.55000000,57.19000000,57.40000000
2022-07-22 17:00:00,57.40000000,57.66000000,57.04000000,57.21000000
2022-07-22 17:30:00,57.17000000,57.23000000,56.81000000,57.20000000
2022-07-22 18:00:00,57.20000000,57.20000000,56.96000000,57.06000000
2022-07-22 18:30:00,57.05000000,57.24000000,57.01000000,57.16000000
2022-07-22 19:00:00,57.16000000,57.34000000,57.10000000,57.28000000
2022-07-22 19:30:00,57.29000000,57.30000000,55.64000000,55.78000000
2022-07-22 20:00:00,55.78000000,55.92000000,55.61000000,55.81000000
2022-07-22 20:30:00,55.80000000,55.88000000,55.50000000,55.77000000
2022-07-22 21:00:00,55.75000000,56.04000000,55.67000000,55.98000000
2022-07-22 21:30:00,55.96000000,56.17000000,55.95000000,55.99000000
2022-07-22 22:00:00,56.00000000,56.82000000,55.92000000,56.18000000
2022-07-22 22:30:00,56.17000000,56.47000000,56.16000000,56.34000000
2022-07-22 23:00:00,56.35000000,56.44000000,55.97000000,56.11000000
2022-07-22 23:30:00,56.12000000,56.24000000,55.97000000,56.09000000
2022-07-23 00:00:00,56.09000000,56.19000000,55.36000000,56.15000000
2022-07-23 00:30:00,56.14000000,56.32000000,55.88000000,56.22000000
2022-07-23 01:00:00,56.22000000,56.31000000,56.08000000,56.24000000
2022-07-23 01:30:00,56.24000000,56.36000000,56.22000000,56.26000000
2022-07-23 02:00:00,56.26000000,56.58000000,56.26000000,56.57000000
2022-07-23 02:30:00,56.58000000,56.68000000,56.46000000,56.55000000
2022-07-23 03:00:00,56.56000000,56.64000000,56.31000000,56.37000000
2022-07-23 03:30:00,56.38000000,56.68000000,56.32000000,56.42000000
2022-07-23 04:00:00,56.43000000,56.54000000,56.37000000,56.44000000
2022-07-23 04:30:00,56.43000000,57.24000000,56.43000000,56.89000000
2022-07-23 05:00:00,56.90000000,57.21000000,56.90000000,57.07000000
2022-07-23 05:30:00,57.06000000,57.07000000,56.74000000,56.80000000
2022-07-23 06:00:00,56.81000000,56.89000000,56.75000000,56.81000000
2022-07-23 06:30:00,56.81000000,57.14000000,56.71000000,56.88000000
2022-07-23 07:00:00,56.90000000,57.00000000,56.48000000,56.77000000
2022-07-23 07:30:00,56.78000000,56.81000000,56.55000000,56.73000000
2022-07-23 08:00:00,56.74000000,56.99000000,56.67000000,56.94000000
2022-07-23 08:30:00,56.93000000,56.96000000,55.90000000,55.98000000
2022-07-23 09:00:00,55.98000000,56.38000000,55.95000000,56.32000000
2022-07-23 09:30:00,56.32000000,56.42000000,56.17000000,56.33000000
2022-07-23 10:00:00,56.34000000,56.52000000,56.26000000,56.34000000
2022-07-23 10:30:00,56.33000000,56.37000000,55.65000000,55.97000000
2022-07-23 11:00:00,55.99000000,56.04000000,55.24000000,55.60000000
2022-07-23 11:30:00,55.59000000,55.62000000,54.84000000,54.89000000
2022-07-23 12:00:00,54.90000000,55.30000000,54.68000000,55.17000000
2022-07-23 12:30:00,55.17000000,55.59000000,55.08000000,55.49000000
2022-07-23 13:00:00,55.49000000,55.61000000,55.33000000,55.45000000
2022-07-23 13:30:00,55.46000000,55.75000000,55.36000000,55.66000000
2022-07-23 14:00:00,55.68000000,55.73000000,55.29000000,55.32000000
2022-07-23 14:30:00,55.32000000,55.55000000,55.00000000,55.29000000
2022-07-23 15:00:00,55.29000000,55.70000000,55.27000000,55.49000000
2022-07-23 15:30:00,55.49000000,55.72000000,55.38000000,55.53000000
2022-07-23 16:00:00,55.54000000,55.87000000,55.50000000,55.76000000
2022-07-23 16:30:00,55.76000000,55.87000000,55.24000000,55.33000000
2022-07-23 17:00:00,55.33000000,55.52000000,54.95000000,55.32000000
2022-07-23 17:30:00,55.30000000,55.31000000,54.73000000,54.87000000
2022-07-23 18:00:00,54.88000000,55.12000000,54.50000000,55.00000000
2022-07-23 18:30:00,54.99000000,55.01000000,54.57000000,54.63000000
2022-07-23 19:00:00,54.63000000,54.96000000,54.50000000,54.95000000
2022-07-23 19:30:00,54.93000000,55.53000000,54.92000000,55.43000000
2022-07-23 20:00:00,55.44000000,55.60000000,55.24000000,55.37000000
2022-07-23 20:30:00,55.36000000,55.87000000,55.36000000,55.87000000
2022-07-23 21:00:00,55.85000000,55.97000000,55.66000000,55.88000000
2022-07-23 21:30:00,55.91000000,55.92000000,55.67000000,55.71000000
2022-07-23 22:00:00,55.72000000,56.31000000,55.71000000,56.23000000
2022-07-23 22:30:00,56.23000000,56.75000000,56.23000000,56.55000000
2022-07-23 23:00:00,56.54000000,56.81000000,56.46000000,56.61000000
2022-07-23 23:30:00,56.60000000,56.68000000,56.17000000,56.32000000
2022-07-24 00:00:00,56.32000000,56.99000000,56.32000000,56.92000000
