date,open,high,low,close
2022-07-22 08:30:00,3.24700000,3.24900000,3.20600000,3.23300000
2022-07-22 09:00:00,3.23200000,3.29900000,3.23200000,3.27800000
2022-07-22 09:30:00,3.27500000,3.30400000,3.26400000,3.29500000
2022-07-22 10:00:00,3.29400000,3.31700000,3.27500000,3.29200000
2022-07-22 10:30:00,3.29400000,3.30500000,3.25000000,3.25700000
2022-07-22 11:00:00,3.25700000,3.29000000,3.25500000,3.28000000
2022-07-22 11:30:00,3.27900000,3.29200000,3.27100000,3.28900000
2022-07-22 12:00:00,3.28600000,3.29500000,3.26000000,3.27300000
2022-07-22 12:30:00,3.27200000,3.27200000,3.23500000,3.24700000
2022-07-22 13:00:00,3.24800000,3.25800000,3.18600000,3.22800000
2022-07-22 13:30:00,3.23000000,3.24400000,3.17400000,3.18400000
2022-07-22 14:00:00,3.18300000,3.18300000,3.12600000,3.13900000
2022-07-22 14:30:00,3.13900000,3.17200000,3.11800000,3.14200000
2022-07-22 15:00:00,3.14200000,3.15500000,3.09000000,3.10200000
2022-07-22 15:30:00,3.10200000,3.10200000,3.06700000,3.07200000
2022-07-22 16:00:00,3.07300000,3.10200000,3.06000000,3.08600000
2022-07-22 16:30:00,3.08600000,3.09900000,3.07500000,3.08500000
2022-07-22 17:00:00,3.08300000,3.10800000,3.07700000,3.08500000
2022-07-22 17:30:00,3.08200000,3.10200000,3.05600000,3.09500000
2022-07-22 18:00:00,3.09400000,3.09500000,3.05700000,3.07400000
2022-07-22 18:30:00,3.07500000,3.10100000,3.07000000,3.08700000
2022-07-22 19:00:00,3.08800000,3.13300000,3.08300000,3.13200000
2022-07-22 19:30:00,3.13000000,3.13100000,2.99500000,3.01100000
2022-07-22 20:00:00,3.01100000,3.02000000,2.99100000,2.99300000
2022-07-22 20:30:00,2.99300000,3.01900000,2.98500000,2.99800000
2022-07-22 21:00:00,2.99700000,3.01700000,2.98600000,3.01500000
2022-07-22 21:30:00,3.01600000,3.04100000,3.01600000,3.02800000
2022-07-22 22:00:00,3.02800000,3.03400000,3.00200000,3.00200000
2022-07-22 22:30:00,3.00200000,3.04300000,3.00000000,3.04100000
2022-07-22 23:00:00,3.04000000,3.04000000,3.00000000,3.02000000
2022-07-22 23:30:00,3.02000000,3.03100000,3.01100000,3.01500000
2022-07-23 00:00:00,3.01700000,3.04500000,2.97100000,3.04400000
2022-07-23 00:30:00,3.04300000,3.05600000,3.02700000,3.05400000
2022-07-23 01:00:00,3.05600000,3.06400000,3.04100000,3.06300000
2022-07-23 01:30:00,3.06300000,3.07500000,3.05700000,3.06600000
2022-07-23 02:00:00,3.06700000,3.09700000,3.06400000,3.09700000
2022-07-23 02:30:00,3.09700000,3.12000000,3.09500000,3.11400000
2022-07-23 03:00:00,3.11300000,3.12000000,3.08900000,3.10800000
2022-07-23 03:30:00,3.10700000,3.15900000,3.10700000,3.13100000
2022-07-23 04:00:00,3.13300000,3.14200000,3.11600000,3.13400000
2022-07-23 04:30:00,3.13500000,3.18400000,3.13200000,3.16000000
2022-07-23 05:00:00,3.16000000,3.17900000,3.14300000,3.16200000
2022-07-23 05:30:00,3.16000000,3.16000000,3.09400000,3.09700000
2022-07-23 06:00:00,3.09800000,3.11600000,3.09800000,3.10100000
2022-07-23 06:30:00,3.10200000,3.14300000,3.10000000,3.12400000
2022-07-23 07:00:00,3.12800000,3.13800000,3.08800000,3.10200000
2022-07-23 07:30:00,3.10300000,3.10700000,3.08000000,3.08300000
2022-07-23 08:00:00,3.08500000,3.11100000,3.08400000,3.10000000
2022-07-23 08:30:00,3.09800000,3.10800000,3.00900000,3.01500000
2022-07-23 09:00:00,3.01700000,3.06100000,3.01300000,3.05900000
2022-07-23 09:30:00,3.05900000,3.06200000,3.04200000,3.05600000
2022-07-23 10:00:00,3.05500000,3.07100000,3.04900000,3.05300000
2022-07-23 10:30:00,3.05300000,3.05400000,3.00600000,3.02100000
2022-07-23 11:00:00,3.02100000,3.02300000,2.94000000,2.96700000
2022-07-23 11:30:00,2.96700000,2.96700000,2.91900000,2.92800000
2022-07-23 12:00:00,2.93000000,2.95300000,2.90300000,2.94500000
2022-07-23 12:30:00,2.94400000,2.96400000,2.93800000,2.95200000
2022-07-23 13:00:00,2.95300000,2.97700000,2.95000000,2.97300000
2022-07-23 13:30:00,2.97200000,2.99600000,2.96400000,2.99300000
2022-07-23 14:00:00,2.99200000,2.99600000,2.95800000,2.95800000
2022-07-23 14:30:00,2.95800000,2.97700000,2.93100000,2.94600000
2022-07-23 15:00:00,2.94700000,2.99000000,2.94600000,2.96500000
2022-07-23 15:30:00,2.96500000,2.98200000,2.95600000,2.96000000
2022-07-23 16:00:00,2.96000000,2.98800000,2.95100000,2.98300000
2022-07-23 16:30:00,2.98100000,2.99300000,2.96400000,2.97800000
2022-07-23 17:00:00,2.97600000,2.98500000,2.94000000,2.96100000
2022-07-23 17:30:00,2.95900000,2.96000000,2.92200000,2.93500000
2022-07-23 18:00:00,2.93500000,2.96700000,2.91800000,2.95700000
2022-07-23 18:30:00,2.95800000,2.96200000,2.93100000,2.94000000
2022-07-23 19:00:00,2.94600000,3.01000000,2.93900000,2.96700000
2022-07-23 19:30:00,2.96700000,2.99000000,2.95800000,2.98600000
2022-07-23 20:00:00,2.98600000,2.99500000,2.97500000,2.98400000
2022-07-23 20:30:00,2.98300000,3.07900000,2.98200000,3.07800000
2022-07-23 21:00:00,3.07700000,3.13200000,3.05200000,3.10900000
2022-07-23 21:30:00,3.10800000,3.13600000,3.08100000,3.09400000
2022-07-23 22:00:00,3.09400000,3.18200000,3.09400000,3.18100000
2022-07-23 22:30:00,3.18200000,3.28700000,3.17700000,3.23100000
2022-07-23 23:00:00,3.23200000,3.28400000,3.22900000,3.24700000
2022-07-23 23:30:00,3.24700000,3.25900000,3.21300000,3.23400000
2022-07-24 00:00:00,3.23300000,3.30300000,3.23200000,3.27300000
2022-07-24 00:30:00,3.27200000,3.27200000,3.19000000,3.22200000
2022-07-24 01:00:00,3.22300000,3.26400000,3.22300000,3.24400000
2022-07-24 01:30:00,3.24500000,3.25600000,3.21700000,3.25400000
2022-07-24 02:00:00,3.25800000,3.26700000,3.23600000,3.24900000
2022-07-24 02:30:00,3.25100000,3.27400000,3.23500000,3.26700000
2022-07-24 03:00:00,3.26400000,3.26600000,3.22700000,3.22700000
2022-07-24 03:30:00,3.22800000,3.24300000,3.20500000,3.20900000
2022-07-24 04:00:00,3.20900000,3.28000000,3.20900000,3.24500000
2022-07-24 04:30:00,3.24500000,3.25600000,3.23100000,3.24400000
2022-07-24 05:00:00,3.24200000,3.33000000,3.23500000,3.30800000
2022-07-24 05:30:00,3.30700000,3.31400000,3.27500000,3.28300000
2022-07-24 06:00:00,3.28300000,3.32400000,3.28300000,3.31300000
2022-07-24 06:30:00,3.31000000,3.31400000,3.28000000,3.29400000
2022-07-24 07:00:00,3.29200000,3.41300000,3.28900000,3.36600000
2022-07-24 07:30:00,3.36500000,3.45000000,3.35100000,3.44400000
2022-07-24 08:00:00,3.44600000,3.47200000,3.36500000,3.37700000
2022-07-24 08:30:00,3.37900000,3.39800000,3.36900000,3.37300000
2022-07-24 09:00:00,3.37200000,3.40300000,3.34800000,3.39700000
2022-07-24 09:30:00,3.39500000,3.40900000,3.35700000,3.37500000
2022-07-24 10:00:00,3.37500000,3.40400000,3.37500000,3.38400000
